t,theta_1,theta_2
0.0008042852762035337,0.999618732042929,-0.30176631660894015
0.002515607173020105,1.0241457662295044,-0.26992789843314285
0.0038826106594546665,1.0124890052654092,-0.33218601476009185
0.00503971209631277,0.9838637316908718,-0.29606542865532537
0.00549999205679353,1.0356857466652456,-0.3190036214857956
0.0059602340464312365,0.9692113909575556,-0.2914806449505937
0.006266340739516427,1.005430501397198,-0.33759309783013947
0.007844579257746431,0.9833972130568472,-0.2932981659192519
0.009005547859243321,0.9700511823660334,-0.26104884185698096
0.010334893370632635,0.9770335916785872,-0.31067686283903845
0.010581967441491485,0.9987154756780524,-0.32989829927520053
0.012323507739835975,1.00657226224318,-0.2864447860764671
0.013848641615383258,1.0206299537371575,-0.30585873938994684
0.014397583529309315,1.0289205309123328,-0.2806209638919802
0.014898488849142043,1.0049045595817665,-0.2774657762002737
0.015401880748649757,0.9904359122068044,-0.27877177918504975
0.01609550027626898,1.0200072896069783,-0.29985872105657646
0.01713626212440251,0.9868196420841943,-0.2627698973077032
0.01803091650675558,0.9670950925325753,-0.28326899924280435
0.018704050283698585,1.0177042212417162,-0.31355784409581133
0.0198819228932198,1.0252506142097741,-0.3119643305171514
0.02031618887955697,0.9822765750903056,-0.2728223750446097
0.020990763886610978,1.0378346367288906,-0.28545129161877714
0.02178217459192819,1.0101643647357579,-0.31315646557774823
0.022714807467104848,1.0070419136611393,-0.3057631600717852
0.024165532231513947,0.9878004756859468,-0.2996960805314169
0.024694535874987007,1.018391157913778,-0.28193774459972926
0.025718733577455646,0.967381983712151,-0.3026549586241703
0.0268660055912207,0.9908683529051737,-0.2717259157279625
0.027153798833022953,0.9829470116409823,-0.29073649252301154
0.0283248895479607,0.9712099372698225,-0.27052499095830573
0.02880800462460387,1.0145528389405256,-0.32063694337030063
0.029125080593837227,1.0040520834821933,-0.2676474921388501
0.03083352356856483,1.012975636397682,-0.2739623372973865
0.03256832955174488,0.9909417339680514,-0.2955408979640084
0.03405561035874361,1.0158701804526191,-0.3072555932791818
0.03474981475789776,0.9975457486323039,-0.27056653224199323
0.0351182432656313,0.9864702330248141,-0.30570677964301257
0.036410059594873555,0.9828172844199049,-0.2963743690318843
0.0373176345152113,0.9557051333914569,-0.2859659277720977
0.03772442115210054,1.0185440827555232,-0.31869274048149576
0.038718617725671485,1.0160114605938533,-0.29941238305051193
0.038987422651725535,1.05346764065836,-0.3141286151541492
0.04063358059654813,0.9877770855504939,-0.32643896441188175
0.041255631600621706,0.9809559695902582,-0.25348313583935445
0.04251327000481414,0.9598984258969776,-0.3079555929100744
0.0432186472704721,1.01291558605831,-0.28219803510366404
0.044252028433968194,1.0079986756804087,-0.2525217693302269
0.04532735091370779,1.0241029830379036,-0.30679299975375507
0.04583302537611207,0.9745732565264997,-0.31919541368043836
0.04757405369310655,1.0066718439025253,-0.25827316201082773
0.04900896814497919,0.9814231527809979,-0.3117382311986236
0.05070263436257895,1.0181538192826385,-0.3008291222314411
0.05232597676155486,1.0014241062623839,-0.3035240759413541
0.053481884128673565,0.9591598618584666,-0.2886646576237599
0.05514780482312183,0.9870221265511941,-0.3276509708574915
0.05550178241586222,0.9505462440812796,-0.27866911550010165
0.056024975664771486,0.9660382971084079,-0.281634063171385
0.05631084341579218,0.9671351356565124,-0.27353815968093215
0.05703766066088916,0.9760838791516355,-0.27369994788282387
0.057864201241031095,0.9833168077236097,-0.28123982364536565
0.05850603895030619,0.9916004891828321,-0.2962097752240195
0.06002534005832949,0.989973400880647,-0.2883935173639257
0.06080162464967945,0.9868769489174363,-0.3023224155356606
0.06145855220449308,0.9937204053896201,-0.2851761771441935
0.0625275553748628,0.9616138662203157,-0.30446042742129603
0.06296407309834741,0.9878810139464539,-0.285754792503044
0.0644415930372261,1.0144511255832023,-0.2967428215789537
0.06477362279478763,0.9822951372543783,-0.3041631089063711
0.06654188910347653,0.9946976821612241,-0.2661240029809133
0.06797225706427873,0.9921662039465247,-0.2706982187039737
0.06849975242714648,1.0011265135327208,-0.28520929600564804
0.06872311469698478,0.9895161519243272,-0.3211132611824944
0.07022151606387002,0.999955365645195,-0.3032218674374633
0.0715489485050149,0.9925374129242776,-0.28662526900527313
0.07291125009184041,0.9948509224088204,-0.27504610178957767
0.0743400840773085,0.9898142962298708,-0.2740934570907146
0.07467131728196229,0.9606626188758053,-0.2791020255874541
0.07545029760529973,0.9569736727519063,-0.2827809977110459
0.07584737247783943,0.9731135457377798,-0.2875210729668998
0.07742077379660137,1.01037100790155,-0.29506916538875805
0.07861666395164077,0.9752536611161786,-0.2488396073568489
0.07935224608510044,0.9844710794806475,-0.2609569986027028
0.0796669713315126,0.9387580888951244,-0.2698039190313991
0.08037120136267327,0.9815844255361041,-0.30380998440586265
0.08109778718069412,0.9790170423290138,-0.3044295817805748
0.08246103175366391,0.9230550548616477,-0.28076299854869363
0.08367936954337997,0.981632894372258,-0.28979169199153937
0.08529072471987724,0.9418477498551874,-0.3015085042169497
0.0862487736115829,0.9597862060476625,-0.2761483236992351
0.08665171282266516,0.9939384774512582,-0.3157011824167873
0.08798920063452714,0.9763839288054248,-0.27916496013444025
0.08940152824131328,0.9633931765191562,-0.26641149971277767
0.09049978255063823,0.9609913474584764,-0.26647734168222637
0.09192813927882293,0.9624056996024355,-0.31135819740121784
0.09292016133263921,0.9733434451950993,-0.31176125023166357
0.09395773754457773,0.9454364851410421,-0.2783903224614549
0.09484545897224346,0.9913527343021229,-0.28626710150723383
0.0951001439162939,0.945743740522132,-0.29784339861450027
0.09548466007827634,0.933897482147543,-0.31633112387095474
0.0957488062992647,0.9880848777392129,-0.2907781858135873
0.09696533834076879,0.9587068532889373,-0.2744815889871518
0.09767487932242264,0.9683723284251083,-0.2767599682687002
0.09869016092577482,0.9793609410078787,-0.29551456777754365
0.10033355776623218,0.9507435284399384,-0.29054528598710533
0.10094067276812747,0.9674486949899166,-0.27695011268827935
0.1018013832308215,0.9770618911849257,-0.28619804473370486
0.10320547140549066,0.9959619280582348,-0.26232193080916694
0.10378032382665332,0.952461009315772,-0.25723307620006347
0.10411617783286387,0.9531794474527756,-0.2591454167851435
0.10478698537494667,0.9732164592308445,-0.28967546550393963
